period,respondent,respondent-name,type,type-name,value,value-units
2023-07-02T23,CISO,California Independent System Operator,D,Demand,28895,megawatthours
2023-07-03T00,CISO,California Independent System Operator,D,Demand,30760,megawatthours
2023-07-03T01,CISO,California Independent System Operator,D,Demand,32254,megawatthours
2023-07-03T02,CISO,California Independent System Operator,D,Demand,33959,megawatthours
2023-07-03T03,CISO,California Independent System Operator,D,Demand,35393,megawatthours
2023-07-03T04,CISO,California Independent System Operator,D,Demand,35484,megawatthours
2023-07-03T05,CISO,California Independent System Operator,D,Demand,34583,megawatthours
2023-07-03T06,CISO,California Independent System Operator,D,Demand,33575,megawatthours
2023-07-03T07,CISO,California Independent System Operator,D,Demand,31181,megawatthours
2023-07-03T08,CISO,California Independent System Operator,D,Demand,28636,megawatthours
2023-07-03T09,CISO,California Independent System Operator,D,Demand,26727,megawatthours
2023-07-03T10,CISO,California Independent System Operator,D,Demand,25369,megawatthours
2023-07-03T11,CISO,California Independent System Operator,D,Demand,24620,megawatthours
2023-07-03T12,CISO,California Independent System Operator,D,Demand,23862,megawatthours
2023-07-03T13,CISO,California Independent System Operator,D,Demand,23568,megawatthours
2023-07-03T14,CISO,California Independent System Operator,D,Demand,23793,megawatthours
2023-07-03T15,CISO,California Independent System Operator,D,Demand,24410,megawatthours
2023-07-03T16,CISO,California Independent System Operator,D,Demand,26415,megawatthours
2023-07-03T17,CISO,California Independent System Operator,D,Demand,27564,megawatthours
2023-07-03T18,CISO,California Independent System Operator,D,Demand,27451,megawatthours
2023-07-03T19,CISO,California Independent System Operator,D,Demand,27796,megawatthours
2023-07-03T20,CISO,California Independent System Operator,D,Demand,27873,megawatthours
2023-07-03T21,CISO,California Independent System Operator,D,Demand,27968,megawatthours
2023-07-03T22,CISO,California Independent System Operator,D,Demand,28456,megawatthours
2023-07-03T23,CISO,California Independent System Operator,D,Demand,29552,megawatthours
2023-07-04T00,CISO,California Independent System Operator,D,Demand,31320,megawatthours
2023-07-04T01,CISO,California Independent System Operator,D,Demand,32801,megawatthours
2023-07-04T02,CISO,California Independent System Operator,D,Demand,34192,megawatthours
2023-07-04T03,CISO,California Independent System Operator,D,Demand,35040,megawatthours
2023-07-04T04,CISO,California Independent System Operator,D,Demand,34415,megawatthours
2023-07-04T05,CISO,California Independent System Operator,D,Demand,33385,megawatthours
2023-07-04T06,CISO,California Independent System Operator,D,Demand,32140,megawatthours
2023-07-04T07,CISO,California Independent System Operator,D,Demand,30291,megawatthours
2023-07-04T08,CISO,California Independent System Operator,D,Demand,27983,megawatthours
2023-07-04T09,CISO,California Independent System Operator,D,Demand,26017,megawatthours
2023-07-04T10,CISO,California Independent System Operator,D,Demand,24511,megawatthours
2023-07-04T11,CISO,California Independent System Operator,D,Demand,23423,megawatthours
2023-07-04T12,CISO,California Independent System Operator,D,Demand,22787,megawatthours
2023-07-04T13,CISO,California Independent System Operator,D,Demand,22394,megawatthours
2023-07-04T14,CISO,California Independent System Operator,D,Demand,22352,megawatthours
2023-07-04T15,CISO,California Independent System Operator,D,Demand,22759,megawatthours
2023-07-04T16,CISO,California Independent System Operator,D,Demand,23044,megawatthours
2023-07-04T17,CISO,California Independent System Operator,D,Demand,23883,megawatthours
2023-07-04T18,CISO,California Independent System Operator,D,Demand,23056,megawatthours
2023-07-04T19,CISO,California Independent System Operator,D,Demand,22470,megawatthours
2023-07-04T20,CISO,California Independent System Operator,D,Demand,22157,megawatthours
2023-07-04T21,CISO,California Independent System Operator,D,Demand,22348,megawatthours
2023-07-04T22,CISO,California Independent System Operator,D,Demand,23149,megawatthours
2023-07-04T23,CISO,California Independent System Operator,D,Demand,24309,megawatthours
2023-07-05T00,CISO,California Independent System Operator,D,Demand,25741,megawatthours
2023-07-05T01,CISO,California Independent System Operator,D,Demand,27066,megawatthours
2023-07-05T02,CISO,California Independent System Operator,D,Demand,28986,megawatthours
2023-07-05T03,CISO,California Independent System Operator,D,Demand,30264,megawatthours
2023-07-05T04,CISO,California Independent System Operator,D,Demand,30263,megawatthours
2023-07-05T05,CISO,California Independent System Operator,D,Demand,29704,megawatthours
2023-07-05T06,CISO,California Independent System Operator,D,Demand,28759,megawatthours
2023-07-05T07,CISO,California Independent System Operator,D,Demand,27598,megawatthours
2023-07-05T08,CISO,California Independent System Operator,D,Demand,26071,megawatthours
2023-07-05T09,CISO,California Independent System Operator,D,Demand,24689,megawatthours
2023-07-05T10,CISO,California Independent System Operator,D,Demand,23495,megawatthours
2023-07-05T11,CISO,California Independent System Operator,D,Demand,23151,megawatthours
2023-07-05T12,CISO,California Independent System Operator,D,Demand,22762,megawatthours
2023-07-05T13,CISO,California Independent System Operator,D,Demand,22826,megawatthours
2023-07-05T14,CISO,California Independent System Operator,D,Demand,23038,megawatthours
2023-07-05T15,CISO,California Independent System Operator,D,Demand,23791,megawatthours
2023-07-05T16,CISO,California Independent System Operator,D,Demand,24662,megawatthours
2023-07-05T17,CISO,California Independent System Operator,D,Demand,25378,megawatthours
2023-07-05T18,CISO,California Independent System Operator,D,Demand,25145,megawatthours
2023-07-05T19,CISO,California Independent System Operator,D,Demand,24915,megawatthours
2023-07-05T20,CISO,California Independent System Operator,D,Demand,24707,megawatthours
2023-07-05T21,CISO,California Independent System Operator,D,Demand,24995,megawatthours
2023-07-05T22,CISO,California Independent System Operator,D,Demand,25658,megawatthours
2023-07-05T23,CISO,California Independent System Operator,D,Demand,26797,megawatthours
2023-07-06T00,CISO,California Independent System Operator,D,Demand,28208,megawatthours
2023-07-06T01,CISO,California Independent System Operator,D,Demand,29940,megawatthours
2023-07-06T02,CISO,California Independent System Operator,D,Demand,31419,megawatthours
2023-07-06T03,CISO,California Independent System Operator,D,Demand,32562,megawatthours
2023-07-06T04,CISO,California Independent System Operator,D,Demand,32597,megawatthours
2023-07-06T05,CISO,California Independent System Operator,D,Demand,32032,megawatthours
2023-07-06T06,CISO,California Independent System Operator,D,Demand,31232,megawatthours
2023-07-06T07,CISO,California Independent System Operator,D,Demand,29254,megawatthours
2023-07-06T08,CISO,California Independent System Operator,D,Demand,26916,megawatthours
2023-07-06T09,CISO,California Independent System Operator,D,Demand,25351,megawatthours
2023-07-06T10,CISO,California Independent System Operator,D,Demand,24206,megawatthours
2023-07-06T11,CISO,California Independent System Operator,D,Demand,23091,megawatthours
2023-07-06T12,CISO,California Independent System Operator,D,Demand,22464,megawatthours
2023-07-06T13,CISO,California Independent System Operator,D,Demand,22763,megawatthours
2023-07-06T14,CISO,California Independent System Operator,D,Demand,23437,megawatthours
2023-07-06T15,CISO,California Independent System Operator,D,Demand,24029,megawatthours
2023-07-06T16,CISO,California Independent System Operator,D,Demand,25259,megawatthours
2023-07-06T17,CISO,California Independent System Operator,D,Demand,25807,megawatthours
2023-07-06T18,CISO,California Independent System Operator,D,Demand,25924,megawatthours
2023-07-06T19,CISO,California Independent System Operator,D,Demand,26093,megawatthours
2023-07-06T20,CISO,California Independent System Operator,D,Demand,25286,megawatthours
2023-07-06T21,CISO,California Independent System Operator,D,Demand,24953,megawatthours
2023-07-06T22,CISO,California Independent System Operator,D,Demand,24862,megawatthours
2023-07-06T23,CISO,California Independent System Operator,D,Demand,25364,megawatthours
2023-07-07T00,CISO,California Independent System Operator,D,Demand,26255,megawatthours
2023-07-07T01,CISO,California Independent System Operator,D,Demand,27993,megawatthours
2023-07-07T02,CISO,California Independent System Operator,D,Demand,29782,megawatthours
2023-07-07T03,CISO,California Independent System Operator,D,Demand,31003,megawatthours
2023-07-07T04,CISO,California Independent System Operator,D,Demand,31438,megawatthours
2023-07-07T05,CISO,California Independent System Operator,D,Demand,31259,megawatthours
2023-07-07T06,CISO,California Independent System Operator,D,Demand,30562,megawatthours
2023-07-07T07,CISO,California Independent System Operator,D,Demand,28677,megawatthours
2023-07-07T08,CISO,California Independent System Operator,D,Demand,26772,megawatthours
2023-07-07T09,CISO,California Independent System Operator,D,Demand,25270,megawatthours
2023-07-07T10,CISO,California Independent System Operator,D,Demand,24207,megawatthours
2023-07-07T11,CISO,California Independent System Operator,D,Demand,23303,megawatthours
2023-07-07T12,CISO,California Independent System Operator,D,Demand,22866,megawatthours
2023-07-07T13,CISO,California Independent System Operator,D,Demand,22911,megawatthours
2023-07-07T14,CISO,California Independent System Operator,D,Demand,23549,megawatthours
2023-07-07T15,CISO,California Independent System Operator,D,Demand,24370,megawatthours
2023-07-07T16,CISO,California Independent System Operator,D,Demand,25487,megawatthours
2023-07-07T17,CISO,California Independent System Operator,D,Demand,25948,megawatthours
2023-07-07T18,CISO,California Independent System Operator,D,Demand,25497,megawatthours
2023-07-07T19,CISO,California Independent System Operator,D,Demand,25081,megawatthours
2023-07-07T20,CISO,California Independent System Operator,D,Demand,24534,megawatthours
2023-07-07T21,CISO,California Independent System Operator,D,Demand,24148,megawatthours
2023-07-07T22,CISO,California Independent System Operator,D,Demand,23973,megawatthours
2023-07-07T23,CISO,California Independent System Operator,D,Demand,23988,megawatthours
2023-07-08T00,CISO,California Independent System Operator,D,Demand,25321,megawatthours
2023-07-08T01,CISO,California Independent System Operator,D,Demand,26980,megawatthours
2023-07-08T02,CISO,California Independent System Operator,D,Demand,28965,megawatthours
2023-07-08T03,CISO,California Independent System Operator,D,Demand,30150,megawatthours
2023-07-08T04,CISO,California Independent System Operator,D,Demand,30637,megawatthours
2023-07-08T05,CISO,California Independent System Operator,D,Demand,30549,megawatthours
2023-07-08T06,CISO,California Independent System Operator,D,Demand,30036,megawatthours
2023-07-08T07,CISO,California Independent System Operator,D,Demand,28579,megawatthours
2023-07-08T08,CISO,California Independent System Operator,D,Demand,26722,megawatthours
2023-07-08T09,CISO,California Independent System Operator,D,Demand,25319,megawatthours
2023-07-08T10,CISO,California Independent System Operator,D,Demand,24090,megawatthours
2023-07-08T11,CISO,California Independent System Operator,D,Demand,23095,megawatthours
2023-07-08T12,CISO,California Independent System Operator,D,Demand,22577,megawatthours
2023-07-08T13,CISO,California Independent System Operator,D,Demand,22381,megawatthours
